condition,condition_group,sex,min_age,max_age,value,diagnoses,mortality_flag
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.06,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.06,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.24,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.1,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0.01,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,16,24,0.08,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,16,24,0.02,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,25,34,0.15,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,25,34,0.02,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,35,44,0.21,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,35,44,0.03,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,45,54,0.22,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,45,54,0.06,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,55,64,0.25,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,55,64,0.04,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,65,74,0.16,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,65,74,0.01,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,75,84,0.07,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,75,84,0,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,1,85,1000,0,V892,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V0[2-4][19],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V09[23],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V12[3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V19[4-6],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V2[0-8][3-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V29[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V[3-7]_[4-9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V80[3-5],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V8[12]1,NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V8[3-6][0-3],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V87[^9],NA
Unintentional injuries: Road/pedestrian traffic accidents,acute,2,85,1000,0,V892,NA
Unintentional injuries: Poisoning,acute,1,16,24,0.07,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,16,24,0.02,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,25,34,0.12,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,25,34,0.02,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,35,44,0.17,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,35,44,0.03,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,45,54,0.18,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,45,54,0.06,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,55,64,0.2,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,55,64,0.04,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,65,74,0.12,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,65,74,0.01,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,75,84,0.05,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,75,84,0,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,85,1000,0,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,85,1000,0,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,16,24,0.03,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,16,24,0.01,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,25,34,0.05,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,25,34,0.01,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,35,44,0.07,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,35,44,0.01,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,45,54,0.08,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,45,54,0.03,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,55,64,0.09,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,55,64,0.02,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,65,74,0.06,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,65,74,0,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,75,84,0.02,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,75,84,0,X4[^5],NA
Unintentional injuries: Poisoning,acute,1,85,1000,0,X4[^5],NA
Unintentional injuries: Poisoning,acute,2,85,1000,0,X4[^5],NA
Unintentional injuries: Fall injuries,acute,1,16,24,0.07,W[01],NA
Unintentional injuries: Fall injuries,acute,2,16,24,0.02,W[01],NA
Unintentional injuries: Fall injuries,acute,1,25,34,0.12,W[01],NA
Unintentional injuries: Fall injuries,acute,2,25,34,0.02,W[01],NA
Unintentional injuries: Fall injuries,acute,1,35,44,0.17,W[01],NA
